ReviewTitle,ReviewBody,ReviewStar,Product
"Ok
","Sound quality is ok. Not super/excell not. Bluetooth connectivity is excellent.
",4,boAt Rockerz 255
"So so. Fair.
","Battery backup is good but takes a lot of time to charge. Efficiency=40%. Also at high volume sound distortion is there. Rest ok.
",4,boAt Rockerz 255
"Good.
","The product is light and connects very quickly. However the bass is weak and the sound quality is not at par with wired headsets.
",5,boAt Rockerz 255
"Satisfied.
","I am satisfied with the sound quality. But earphone weight is on a higher side. So little bit uncomfortable to wear all the time.
",4,boAt Rockerz 255
"Good product with bad battery
","Battery life drops from 80% to 30% in no time and goes to 0 without any notifications
",5,boAt Rockerz 255
"Good Product for the Price Range
","The battery backup is good, but after 4 months of usage, I feel that the loudness of the headphone is bit reduced.
",4,boAt Rockerz 255
"Great!
","The product is great from boat on my casual usage battery lasts 2 days the only problem with it is the battery low reminder after 30% and its very annoying
",4,boAt Rockerz 255
"fair
","fair
",2,boAt Rockerz 255
"Not worth in any angle for music lovers
","Waste of money
",3,boAt Rockerz 255
"Just ok
","Ok product
",3,boAt Rockerz 255
"Highly recommended
","At first it was very uncomfortable to wear this earphones for longer duration but after I changed the tips to larger one the comfort increased dramatically
",5,boAt Rockerz 255
"Super product
","Sound quality is good..and good for those who like to listen to pop up quality sound..noise cancellation is quite fair.. overall this product is bet to buy
",4,boAt Rockerz 255
"So far so good
","OK product. You can buy.Not worth 1599. It's OK if you are getting it over just 1000. Been using 5 days.  So far so good. Let's see how durable it is
",3,boAt Rockerz 255
"Worth for 1100.
","Worth Buy for 1100 but not more than that.For listening songs it is good.but for calls in traffic and out of home,it is not suggested.Battery life is good.
",3,boAt Rockerz 255
"Don't go with image here. It's pretty elongated than shown here.
","I got this earphones for Rs.1100 and it gives the price you paid for. But, I miss my 3.5mm earphones and it had much clarity than these wireless earphones.
",3,boAt Rockerz 255
"Decent product
","Decent product
",4,boAt Rockerz 255
"Excellent Sound and Connectivity
","Very good product
",5,boAt Rockerz 255
"Bought at 999
","Nice ear phones
",3,boAt Rockerz 255
"Low budget value for money
","All is well. Some problems like Bluetooth connection is limited to small distance. Connection problem if u place it in your pant pocket..
",4,boAt Rockerz 255
"Average
","Sound quality is not too good.but bass is well only for those who usually listen EDM or songs with high bass.over all it's a good product
",4,boAt Rockerz 255
"Loved the comfort while its on, and battery works really great for me
","Best products in this range .. I have bought these at 1000 on amazon sale. Good to goPlus battery life is way better than expected.
",5,boAt Rockerz 255
"Just buy it
","Great in every possible way !, These are my 9-10th set of sound product of Boat never compromised on quality of sound n product....wish Boat made home theaters too!
",5,boAt Rockerz 255
"Worst battery backup and noise cancellation
","Battery will drain at a rapid rate after 3 months(wont even last for 2 hours) . Captures too much of surrounding sound which is a big NO. Wont suggest this product.
",2,boAt Rockerz 255
"Charging do not last more than 4 hour
","I recently purchased this product. Started using it and its battery gets totally down in  4-5 hrs only. I can not able to listen songs more than half day. not worth
",1,boAt Rockerz 255
"An awesome Product.. Must Buy..!!
","Ideal device for Working out.. Very good Quality product.. Amazing noise cancellation.. great battery life as specified.. 6h+ overall.. gets a 5 star from me..!! 😁
",5,boAt Rockerz 255
"Awesome Product
","Using from Last 5 days1. Sound Awesome (bass n trable both)2. Battery Backup Awesome3. Call Quality Good4. Build Quality  Good5. Nice Connectivity
",5,boAt Rockerz 255
"Don't expect Mike quality
","Speaker is good Mike is avg quality. Battery life is good.
",4,boAt Rockerz 255
"Enjoy every single beat
","Superb sound quality
",5,boAt Rockerz 255
"Good
","It's good
",5,boAt Rockerz 255
"Lengthy wire and thick Neckband
","Good buy at 999rs. Wire is noticeably thick and neckband is actually bigger than what is shown is picture.Bass is good!volume is also good.
",4,boAt Rockerz 255
"Audio quality
","Sound quality is OK.. and cannot expect like other earphones of same price.
",2,boAt Rockerz 255
"Boat at it's best
","Best earphone in this price range, the sound quality is good and it is better in noice cancellation. It also got better battery backup, Worth for Money.
",5,boAt Rockerz 255
"Love boat product
","It just awesome must buy. Bass n clearitiy omg u will feel each n everything
",5,boAt Rockerz 255
"Not worth for the budget.
","Not so nice for this Budget . Sound quality is not good. And the product don't last more than 3 months for a normal use.
",2,boAt Rockerz 255
"Blindly go for it.
","Descent quality Bluetooth earphones. Bass is so deep that it may overshadow other sounds. Excellent noise cancellation. Overall good performance. Value for money.
",4,boAt Rockerz 255
"Simply superb
","Overall a better headset at the price tag as I brought it at ₹999Built quality: 4/5Sound quality:4/5Connectivity:3/5Battery:3.75/5
",4,boAt Rockerz 255
"Useless n irritating product
","Absolutely waste...you cannot use any application its keep on making some beep noises when scrolling through your social media and you can’t turn it off..
",1,boAt Rockerz 255
"Not compatible with Oneplus5t for calling purposes
","Giving it three stars because I am not able to take calls using this earphone. Not compatible with Oneplus5t for calling. Rest sound is good.
",3,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Great headphones !!
","Sound is good as compared to jbl and others. Bass is excellent and treble is punching parallel with the Bass. A must buy in below 1.5 k.
",4,boAt Rockerz 255
"Nice product.. Go for it
","Nice product.. Working excellent from past 1 month. Battery life can be a little better.
",4,boAt Rockerz 255
"Boar rockers 225 is good
","It's good
",5,boAt Rockerz 255
"Boat is rook ⭐..just asm..
","Boat 225 is asm..Just go for it..Superb sound..&..asm bass..I love this head phone..Other informed..contc..-8918561819
",5,boAt Rockerz 255
"100 baat ki 1 baat
","Nice but i will recommend for JBL by adding Rs 500 more but at this price this is the best product available in market.
",5,boAt Rockerz 255
"Nice
","Very nice product!!!
",5,boAt Rockerz 255
"Worst Experience with Amazon also...No return policy
","I Expected more clarity in Music.Product is not recommended for this price...300rupees earphones are performing better than this....I strongly recommend not to use
",1,boAt Rockerz 255
"Worth the money
","Sound quality and bass is good. Average battery life. Received the product on time. But the package is not as good as expected.
",4,boAt Rockerz 255
"Boat is best...
","Boat always rock...fast delivery.weight less,gud bass,voice clarity gud.budget wise gud.
",4,boAt Rockerz 255
"Terrific😊
","Totally satisfied with this purchase.
",5,boAt Rockerz 255
"Too much wait time to replace the defective product
","The product start malfunctioning within a month. One side stopped working. The boat support team took more than 15 days to replace the product..
",2,boAt Rockerz 255
"Great product, not for small ears
","Although It is a good product especially when the price is considered but even the smallest eartip comes off easily. I wish they had extra small earbuds.
",4,boAt Rockerz 255
"good
","ok
",5,boAt Rockerz 255
"Excellent
","Excellent
",5,boAt Rockerz 255
"Very good.
","Go for it under 1500 Rs.
",5,boAt Rockerz 255
"Good quality
","Awesome sound quality.
",5,boAt Rockerz 255
"Awesome
","It's just 2 days I have been using it. Superb sound quality is all I can say currently.
",5,boAt Rockerz 255
"Sound is good more than jbl sony
","Product is asm , battery life is very good and I buy it for 999, overall more than worth for this price
",5,boAt Rockerz 255
"Awesome product
","Best sound quality,Battery life is more than 6 hrs actually😄,Cable quality is good.
",5,boAt Rockerz 255
"More of bass than sound quality
","I have spent 999 for this product. It is a good product at this price. Bass is good. sound quality is a bit inferior than it Bass. Overall satisfied with the product...
",4,boAt Rockerz 255
"Excellent quality
","Excellent Bluetooth earphone and worth buying at the priceBut I am unable to connect it in 2 deviceCan you let me know how to connect it in 2 devices?
",4,boAt Rockerz 255
"Good at this price
","Range is an issue.. otherwise it's great at this price point..Range only till the next room..by the time we reach the third room it glitches quite a no.of times..
",3,boAt Rockerz 255
"Flexible
","Best product for RS 999. What I like is it's flexibility.But it doesn't have next song button.Overall I am satisfied.Thanks boAt. Thanks Amazon.
",5,boAt Rockerz 255
"Must buy
","Overall the product is too good specially bass superb I have purchased a week ago and after seeing the performance I have recommended my fr even they hv purchased
",5,boAt Rockerz 255
